source,target,PCC,Rescaled_PCC
A730017C20Rik,6330403K07Rik,0.4211119,0.00014325712
Acaa2,1500015O10Rik,0.38534948,8.747403e-06
Actb,1700020I14Rik,0.3822017,6.0236844e-06
Actb,2010107E04Rik,0.35477868,2.9213227e-09
Actb,2210016L21Rik,0.36099857,8.197713e-08
Adcy1,1700020I14Rik,0.43615,0.0003085803
Adcy1,6430548M08Rik,0.3556102,5.54957e-09
Ahi1,2210016L21Rik,0.38054073,4.873764e-06
Ahi1,2900011O08Rik,0.3565697,1.0435959e-08
Ahi1,6330403K07Rik,0.515991,0.0042528934
Ahi1,A730017C20Rik,0.35247496,2.1019476e-10
Ahi1,Acot7,0.37056044,1.0010976e-06
Aldh2,1500015O10Rik,0.37570044,2.444047e-06
Aldoa,2210016L21Rik,0.39044192,1.49856005e-05
Aldoa,Actb,0.44192827,0.00040007645
Aldoc,Abr,0.37209803,1.3358608e-06
Aldoc,Acsbg1,0.43723178,0.00032437372
Aldoc,Actb,0.39908355,3.2515538e-05
Aldoc,Ahcyl1,0.42341298,0.00016271898
Ank2,1700020I14Rik,0.41840234,0.00012263961
Ank2,Actb,0.46845803,0.0011030743
Ank2,Aldoc,0.38267228,6.383587e-06
Ank3,1700020I14Rik,0.35768116,1.9500876e-08
Ank3,Adcy1,0.3548672,3.1438512e-09
Anks1b,Aldoc,0.35793605,2.2221148e-08
Anp32a,Actb,0.37513512,2.235997e-06
Aplp2,Actb,0.36339948,1.8059208e-07
Apod,Anln,0.41629264,0.00010819521
Apod,Aplp1,0.4539844,0.00065496744
Apoe,Actb,0.5248343,0.005234232
Apoe,Ahcyl1,0.36187974,1.11577016e-07
Apoe,Aldoa,0.40164563,3.985486e-05
Apoe,Aldoc,0.45913586,0.0007947245
App,2210016L21Rik,0.41244298,8.516896e-05
App,6330403K07Rik,0.40831622,6.478948e-05
App,Aco2,0.35530552,4.4387565e-09
App,Acot7,0.3658206,3.5094385e-07
App,Actb,0.46905226,0.0011253747
App,Ahi1,0.411929,8.239928e-05
App,Aldoa,0.3653036,3.072716e-07
App,Aplp2,0.35390687,1.305164e-09
App,Apoe,0.4200134,0.00013460816
Aqp4,Actb,0.45841032,0.0007738009
Aqp4,Apoe,0.39478788,2.2541808e-05
Arhgap26,Aldoc,0.35434753,2.0013273e-09
Arhgap5,Actb,0.40786904,6.282492e-05
Arhgap5,Ahcyl1,0.3567069,1.133528e-08
Arhgap5,Aldoc,0.47816306,0.0015114653
Arhgap5,Ank2,0.3977057,2.9015371e-05
Arhgap5,Anks1b,0.3591378,3.9058452e-08
Arhgap5,Arhgap26,0.38136297,5.4202087e-06
Arl3,Aldoc,0.36484966,2.7240367e-07
Arl6ip1,1500015O10Rik,0.44429645,0.0004429229
Arl6ip1,6330403K07Rik,0.38646805,9.908256e-06
Arl6ip1,Ahi1,0.39086422,1.5621394e-05
Arl6ip1,Aldoa,0.37766853,3.2831551e-06
Arl6ip1,Apoe,0.43068874,0.0002374644
Arl6ip1,App,0.3991987,3.282175e-05
Arl6ip1,Arl3,0.3674536,5.1986166e-07
Asph,Arhgap5,0.39425665,2.1491222e-05
Atp1a1,1700020I14Rik,0.35851943,2.9511478e-08
Atp1a2,Actb,0.3846562,8.081095e-06
Atp1a2,Aldoc,0.40233666,4.2031104e-05
Atp1a2,Apoe,0.46948317,0.001141757
Atp1b1,0610007P14Rik,0.36360604,1.919879e-07
Atp1b1,1500009C09Rik,0.37092727,1.0744787e-06
Atp1b1,2010107E04Rik,0.37115043,1.1210483e-06
Atp1b1,2210016L21Rik,0.42206147,0.00015106343
Atp1b1,2900011O08Rik,0.4316076,0.00024846738
Atp1b1,6330403K07Rik,0.48883492,0.002081333
Atp1b1,Abat,0.40202144,4.102762e-05
Atp1b1,Abr,0.38127843,5.3619965e-06
Atp1b1,Aco2,0.44761774,0.0005087001
Atp1b1,Acot7,0.38578025,9.181639e-06
Atp1b1,Acsl3,0.35429385,1.9043105e-09
Atp1b1,Actb,0.41146845,7.9975274e-05
Atp1b1,Ahcyl1,0.43580994,0.0003037366
Atp1b1,Ahi1,0.49103302,0.0022163067
Atp1b1,Ahsa1,0.36090964,7.935775e-08
Atp1b1,Aldoa,0.4424009,0.00040836787
Atp1b1,Aldoc,0.50674456,0.0033815568
Atp1b1,Aplp2,0.36975276,8.528226e-07
Atp1b1,Apoe,0.5053264,0.0032608265
Atp1b1,App,0.5514706,0.00922982
Atp1b1,Araf,0.3636193,1.9273753e-07
Atp1b1,Arap2,0.35772136,1.9912369e-08
Atp1b1,Arhgap5,0.44971353,0.0005538129
Atp1b1,Arl3,0.4462253,0.00048028995
Atp1b1,Arl6ip1,0.6119125,0.026361581
Atp1b1,Arpc2,0.36843145,6.465246e-07
Atp1b1,Asrgl1,0.38625574,9.679526e-06
Atp1b1,Atp1a2,0.40950748,7.0247865e-05
Atp1b1,Atp1a3,0.4136258,9.180789e-05
Atp2a2,0610007P14Rik,0.4039078,4.7310048e-05
Atp2a2,Ahcyl1,0.35251307,2.2344594e-10
Atp2a2,Aldoc,0.52334523,0.005058179
Atp2a2,Arap2,0.35328507,6.5242484e-10
Atp2a2,Arhgap20,0.3674031,5.1386934e-07
Atp2a2,Arhgap26,0.351815,6.0791774e-11
Atp2a2,Arhgap5,0.5268022,0.0054739043
Atp2a2,Asph,0.35865667,3.145953e-08
Atp2a2,Atp1b1,0.50623447,0.0033377523
Atp2a3,Atp2a2,0.37890586,3.911026e-06
Atp2b2,Aldoc,0.3980476,2.9856134e-05
Atp2b2,Arhgap5,0.39139232,1.6444705e-05
Atp2b2,Atp1b1,0.42190313,0.00014974007
Atp2b2,Atp2a2,0.47668415,0.0014428988
Atp5a1,Actb,0.37739438,3.1549523e-06
Atp5a1,Aldoa,0.38082418,5.057234e-06
Atp5a1,Apoe,0.4112411,7.879872e-05
Atp5a1,App,0.36673802,4.3970735e-07
Atp5a1,Arl6ip1,0.4417571,0.00039710538
Atp5a1,Atp1b1,0.51616037,0.0042702816
Atp5b,2010107E04Rik,0.37219673,1.3598886e-06
Atp5b,Actb,0.42121246,0.0001440691
Atp5b,Ahcyl1,0.35297465,4.3862716e-10
Atp5b,Aldoa,0.42443463,0.00017196775
Atp5b,Aldoc,0.43902254,0.00035184115
Atp5b,Apoe,0.45639384,0.00071781524
Atp5b,App,0.43373683,0.00027543097
Atp5b,Arhgap5,0.41700232,0.000112903166
Atp5b,Arl6ip1,0.43193227,0.00025244502
Atp5b,Atp1a2,0.3551763,4.021854e-09
Atp5b,Atp1b1,0.57306623,0.013870177
Atp5b,Atp2a2,0.38662612,1.0081167e-05
Atp5b,Atp5a1,0.41903806,0.00012726267
Atp5c1,Actb,0.3883784,1.2153318e-05
Atp5c1,Ahi1,0.35513374,3.8912122e-09
Atp5c1,Aldoc,0.37017462,9.2804345e-07
Atp5c1,Apoe,0.40275648,4.3396045e-05
Atp5c1,App,0.36283728,1.5213885e-07
Atp5c1,Arl6ip1,0.3801288,4.6160917e-06
Atp5c1,Atp1a2,0.35064718,9.828027e-13
Atp5c1,Atp1b1,0.49844578,0.002720308
Atp5c1,Atp5a1,0.37159812,1.2190213e-06
Atp5c1,Atp5b,0.38555604,8.95366e-06
Atp5d,Atp1b1,0.36919755,7.6090464e-07
Atp5e,Atp1b1,0.3552974,4.411592e-09
Atp5f1,2210016L21Rik,0.35469663,2.725805e-09
Atp5f1,Actb,0.40207064,4.1183062e-05
Atp5f1,Ahi1,0.35170206,4.7017175e-11
Atp5f1,Aldoc,0.37171182,1.2448933e-06
Atp5f1,Apoe,0.39862838,3.1326093e-05
Atp5f1,App,0.37570295,2.4449994e-06
Atp5f1,Arhgap5,0.36386675,2.0713125e-07
Atp5f1,Arl6ip1,0.3679118,5.766373e-07
Atp5f1,Atp1b1,0.4864738,0.0019433176
Atp5f1,Atp5a1,0.37283975,1.5244472e-06
Atp5f1,Atp5b,0.4088266,6.708748e-05
Atp5g3,2010107E04Rik,0.38353086,7.0815036e-06
Atp5g3,2210016L21Rik,0.3991029,3.256681e-05
Atp5g3,6330403K07Rik,0.3849754,8.382969e-06
Atp5g3,Abat,0.37586668,2.5078978e-06
Atp5g3,Acot7,0.36339873,1.8055188e-07
Atp5g3,Actb,0.46863794,0.0011097909
Atp5g3,Ahcyl1,0.39147547,1.6577236e-05
Atp5g3,Ahi1,0.4482857,0.00052276696
Atp5g3,Aldoa,0.43069157,0.00023749769
Atp5g3,Aldoc,0.42063802,0.0001394765
Atp5g3,Apoe,0.48154575,0.0016774671
Atp5g3,App,0.4653382,0.0009913783
Atp5g3,Arhgap5,0.36791968,5.77655e-07
Atp5g3,Arl3,0.37611052,2.6038106e-06
Atp5g3,Arl6ip1,0.5142257,0.004074848
Atp5g3,Atp1a2,0.37018198,9.2939865e-07
Atp5g3,Atp1b1,0.6391045,0.039135057
Atp5g3,Atp2a2,0.39145097,1.6538102e-05
Atp5g3,Atp5a1,0.4665711,0.0010344515
Atp5g3,Atp5b,0.5143725,0.004089439
Atp5g3,Atp5c1,0.39958325,3.385999e-05
Atp5g3,Atp5f1,0.41793823,0.000119344884
Atp5h,Actb,0.3578578,2.13575e-08
Atp5h,Arl6ip1,0.3507712,1.9815395e-12
Atp5h,Atp1b1,0.39169052,1.6923736e-05
Atp5h,Atp5c1,0.35336357,7.170566e-10
Atp5h,Atp5g3,0.3846774,8.100904e-06
Atp5j,Actb,0.42602184,0.00018711145
Atp5j,Aldoa,0.36565462,3.3644739e-07
Atp5j,Aldoc,0.38038808,4.7770527e-06
Atp5j,Apoe,0.4352008,0.00029520362
Atp5j,App,0.37874493,3.824653e-06
Atp5j,Arhgap5,0.3644303,2.4291245e-07
Atp5j,Arl6ip1,0.41103724,7.775462e-05
Atp5j,Atp1b1,0.4696917,0.0011497483
Atp5j,Atp5a1,0.38492066,8.330605e-06
Atp5j,Atp5b,0.4642251,0.000953659
Atp5j,Atp5c1,0.35652843,1.017615e-08
Atp5j,Atp5f1,0.40264776,4.3039436e-05
Atp5j,Atp5g3,0.45217684,0.0006105997
Atp5j,Atp5h,0.36105493,8.3670244e-08
Atp5j2,Actb,0.3621802,1.2330072e-07
Atp5j2,Aldoa,0.36859277,6.694583e-07
Atp5j2,Apoe,0.3715762,1.2140765e-06
Atp5j2,Arl6ip1,0.35117286,1.06009975e-11
Atp5j2,Atp1b1,0.40583268,5.4437813e-05
Atp5j2,Atp5b,0.3795154,4.251501e-06
Atp5j2,Atp5g3,0.39877084,3.1694777e-05
Atp5j2,Atp5j,0.36970094,8.4390746e-07
Atp5k,Atp1b1,0.36456898,2.5238515e-07
Atp5k,Atp5b,0.38257816,6.3103494e-06
Atp5k,Atp5g3,0.3613631,9.339784e-08
Atp5o,Atp1b1,0.3597705,5.1052385e-08
Atp5o,Atp5g3,0.41296515,8.805371e-05
Atp6ap2,Arl6ip1,0.35715726,1.47006105e-08
Atp6ap2,Atp1b1,0.42338222,0.00016244646
Atp6ap2,Atp5g3,0.37153125,1.2039927e-06
Atp6v0b,Actb,0.35105926,7.052829e-12
Atp6v0b,Atp1b1,0.37908843,4.010774e-06
Atp6v0b,Atp5g3,0.36224934,1.2612435e-07
Atp6v1a,2210016L21Rik,0.39081672,1.5548883e-05
Atp6v1a,Actb,0.42360434,0.00016442218
Atp6v1a,Ahi1,0.42062584,0.00013938024
Atp6v1a,Aldoa,0.4226069,0.00015568902
Atp6v1a,Ankrd12,0.35156992,3.403017e-11
Atp6v1a,Anp32a,0.37873447,3.8190888e-06
Atp6v1a,Aplp2,0.37272114,1.4930253e-06
Atp6v1a,App,0.4689364,0.0011210011
Atp6v1a,Arhgap5,0.3572989,1.589938e-08
Atp6v1a,Arl6ip1,0.42762905,0.00020344356
Atp6v1a,Atp1b1,0.5498599,0.008938182
Atp6v1a,Atp5a1,0.39627433,2.5686646e-05
Atp6v1a,Atp5b,0.43177754,0.00025054332
Atp6v1a,Atp5c1,0.39963397,3.3998756e-05
Atp6v1a,Atp5f1,0.4024817,4.2498992e-05
Atp6v1a,Atp5g3,0.51428944,0.0040811747
Atp6v1a,Atp5j,0.39205384,1.7521437e-05
Atp6v1d,Actb,0.36103138,8.295975e-08
Atp6v1d,Ahi1,0.37687168,2.920962e-06
Atp6v1d,Aldoa,0.37715527,3.0462372e-06
Atp6v1d,Apoe,0.37791803,3.403192e-06
Atp6v1d,App,0.39082685,1.5564334e-05
Atp6v1d,Arl6ip1,0.4408493,0.00038162174
Atp6v1d,Atp1b1,0.5062553,0.0033395356
Atp6v1d,Atp5b,0.36610985,3.773228e-07
Atp6v1d,Atp5g3,0.4392248,0.00035504973
Atp6v1d,Atp6v1a,0.42135027,0.0001451875
Atp6v1e1,Atp1b1,0.3764221,2.7303406e-06
Atp6v1e1,Atp5g3,0.35677528,1.1804787e-08
Atp6v1e1,Atp6v1a,0.36217892,1.2324885e-07
Atp6v1g2,Arhgap5,0.35818338,2.5123468e-08
Atp6v1g2,Atp1b1,0.39792705,2.9557617e-05
Atpif1,App,0.38198242,5.861274e-06
Atpif1,Arl6ip1,0.36173922,1.0639083e-07
Atpif1,Atp1b1,0.49328396,0.0023612226
Atpif1,Atp5b,0.39881343,3.180563e-05
Atpif1,Atp5f1,0.35395172,1.3661394e-09
Atpif1,Atp5g3,0.43344522,0.00027161426
Atpif1,Atp6v1a,0.42043093,0.00013784801
Atrx,1700020I14Rik,0.4014678,3.9308758e-05
Atrx,Ablim1,0.35058582,6.598056e-13
Atrx,Actb,0.38439605,7.841174e-06
Atrx,Adcy1,0.3617231,1.05807544e-07
Atrx,Ank2,0.37374613,1.7812227e-06
Atrx,Ank3,0.35165334,4.1859974e-11
Atrx,Ankrd12,0.3676457,5.431301e-07
Atrx,Anp32a,0.3565111,1.0068436e-08
Atrx,Atp2b1,0.3704834,9.861777e-07
Atrx,Atp6v1a,0.43682912,0.00031842588
Atxn10,6330403K07Rik,0.3576961,1.9652948e-08
Atxn10,Atp1b1,0.38878337,1.2674443e-05
Atxn7l3b,Actb,0.42035776,0.00013727609
Auts2,Aldoc,0.3635266,1.8754419e-07
BC003331,Atp1b1,0.35733175,1.6187483e-08
Baiap2,Atp2a2,0.3703465,9.600741e-07
Basp1,6330403K07Rik,0.5357423,0.0066679125
Basp1,A730017C20Rik,0.39532828,2.3649609e-05
Basp1,Ahi1,0.52368593,0.0050980635
Basp1,App,0.35170394,4.7224974e-11
Basp1,Atp1b1,0.4467454,0.0004907587
Basp1,Atp5g3,0.37319633,1.6219018e-06
Baz2b,Atrx,0.35185674,6.658172e-11
Bbs4,Atp1b1,0.3892172,1.3251136e-05
Bend6,Akap9,0.36231482,1.288427e-07
Bend6,App,0.3731598,1.6117065e-06
Bend6,Atp1b1,0.37031925,9.549433e-07
Bend6,Atp6v1a,0.37696674,2.9625187e-06
Bex2,Atp1b1,0.39048785,1.5053786e-05
Bex2,Atp5c1,0.35431138,1.935588e-09
Bex2,Atp5g3,0.35799193,2.2853646e-08
Bex2,Atp6v1a,0.36182934,1.09695705e-07
Brk1,Atp1b1,0.35243255,1.9615405e-10
Bsg,1500015O10Rik,0.35159242,3.6023448e-11
Bsg,Apoe,0.39960986,3.3932738e-05
Bsg,Arl6ip1,0.38065317,4.9459377e-06
Bsg,Atp1b1,0.39317542,1.946674e-05
Bsg,Atp5g3,0.37598863,2.555529e-06
Btbd3,1700020I14Rik,0.38169175,5.6510876e-06
Btbd3,Akap9,0.36898202,7.2730506e-07
Btbd3,Ank3,0.3531194,5.304397e-10
Cab39,Atp1b1,0.40036583,3.60488e-05
Cab39l,1500015O10Rik,0.6785308,0.06526062
Cab39l,Acaa2,0.4111902,7.8537065e-05
Cab39l,Aldh2,0.351228,1.2739333e-11
Cab39l,Arl6ip1,0.40663028,5.761579e-05
Cacna1a,1700020I14Rik,0.380473,4.8306674e-06
Cacna1e,1700020I14Rik,0.35677308,1.1789425e-08
Cacna1e,Adcy1,0.36475667,2.656447e-07
Cacna1e,Btbd3,0.3820264,5.893586e-06
Cacna2d2,Atp1b1,0.35959938,4.7568644e-08
Cacna2d2,Atp2a2,0.3619081,1.12646745e-07
Cacnb4,1700020I14Rik,0.4409163,0.00038274867
Cacnb4,Actb,0.38342083,6.9890093e-06
Cacnb4,Adcy1,0.39535353,2.370233e-05
Cacnb4,Akap9,0.3721962,1.3597576e-06
Cacnb4,Ank2,0.41551784,0.00010322502
Cacnb4,Anp32a,0.3520484,9.862982e-11
Cacnb4,Arhgap5,0.3730304,1.5759866e-06
Cacnb4,Atp2a2,0.35169375,4.610515e-11
Cacnb4,Atp6v1a,0.39983073,3.4541077e-05
Cacnb4,Atrx,0.42510605,0.00017825696
Cacnb4,B230219D22Rik,0.36386943,2.072916e-07
Cacnb4,Cacna1e,0.35394195,1.3526719e-09
Cacybp,Atp1b1,0.46724933,0.0010587374
Cacybp,Atp5g3,0.397985,2.9700881e-05
Cadm3,1700020I14Rik,0.38861084,1.2450417e-05
Cadm3,Adcy1,0.38014543,4.626291e-06
Cadm3,Atrx,0.35036993,1.0491899e-13
Cadm3,Cacnb4,0.37437055,1.9760962e-06
Cadps2,1700020I14Rik,0.3561478,8.002508e-09
Cadps2,Adcy1,0.3965514,2.6307396e-05
Calb1,0610007P14Rik,0.4146622,9.79375e-05
Calb1,1190002N15Rik,0.3603018,6.309557e-08
Calb1,1500009C09Rik,0.36637014,4.0230648e-07
Calb1,A330050F15Rik,0.39385608,2.0723639e-05
Calb1,Acsbg1,0.38817352,1.1895858e-05
Calb1,Ahcyl1,0.38618234,9.601375e-06
Calb1,Aldoc,0.60570186,0.023948714
Calb1,Anks1b,0.38478455,8.201486e-06
Calb1,Arap2,0.4348351,0.00029016778
Calb1,Arhgap26,0.39750794,2.8537212e-05
Calb1,Arhgap5,0.5569684,0.010279282
Calb1,Arl3,0.3685761,6.670621e-07
Calb1,Atp1b1,0.4921559,0.0022877387
Calb1,Atp2a2,0.68214613,0.068181016
Calb1,Atp2a3,0.4123231,8.451672e-05
Calb1,Atp2b2,0.4360072,0.00030653915
Calb1,Atp5b,0.39864904,3.1379335e-05
Calb1,Baiap2,0.41076618,7.638265e-05
Calb1,Cacna2d2,0.37783659,3.3636506e-06
Calb2,Cacna1e,0.3570723,1.4014878e-08
Calb2,Cadm3,0.3740033,1.8596459e-06
Cald1,1500015O10Rik,0.4637659,0.0009384152
Cald1,Cab39l,0.43087208,0.00023963004
Calm1,1700020I14Rik,0.41167444,8.105274e-05
Calm1,2010107E04Rik,0.43103546,0.00024157234
Calm1,2210016L21Rik,0.40645123,5.689057e-05
Calm1,2900011O08Rik,0.3773852,3.1507254e-06
Calm1,Abat,0.38734332,1.0894278e-05
Calm1,Aco2,0.40477347,5.0422914e-05
Calm1,Actb,0.5206128,0.0047467123
Calm1,Ahcyl1,0.4194975,0.00013068426
Calm1,Ahi1,0.42146948,0.00014616025
Calm1,Ahsa1,0.35899973,3.6750688e-08
Calm1,Aldoa,0.47541294,0.0013858494
Calm1,Aldoc,0.51207894,0.0038659216
Calm1,Ank2,0.45540053,0.0006913817
Calm1,Ankrd12,0.38477853,8.195807e-06
Calm1,Anks1b,0.38238484,6.1618885e-06
Calm1,Anp32a,0.43465617,0.00028772742
Calm1,Aplp2,0.40748978,6.1194056e-05
Calm1,Apoe,0.51274604,0.0039299633
Calm1,App,0.49770245,0.0026662294
Calm1,Arf1,0.36880714,7.0087077e-07
Calm1,Arhgap5,0.5214203,0.004837218
Calm1,Arl3,0.43090913,0.00024006939
Calm1,Arl6ip1,0.46802244,0.0010869385
Calm1,Asph,0.3882216,1.1955892e-05
Calm1,Asrgl1,0.42377508,0.00016595314
Calm1,Atp1a2,0.46602607,0.0010152409
Calm1,Atp1a3,0.36849517,6.5551126e-07
Calm1,Atp1b1,0.696771,0.08100614
Calm1,Atp2a2,0.4921095,0.0022847531
Calm1,Atp2b2,0.45551825,0.00069447566
Calm1,Atp5a1,0.4957986,0.0025313955
Calm1,Atp5b,0.59582597,0.020457745
Calm1,Atp5c1,0.49252284,0.0023114504
Calm1,Atp5d,0.37355432,1.7243657e-06
Calm1,Atp5e,0.37726644,3.0964247e-06
Calm1,Atp5f1,0.47925958,0.0015638594
Calm1,Atp5g3,0.5906191,0.018778762
Calm1,Atp5h,0.3995039,3.364372e-05
Calm1,Atp5j,0.51281357,0.00393649
Calm1,Atp5j2,0.40943724,6.991677e-05
Calm1,Atp5k,0.409893,7.208605e-05
Calm1,Atp5o,0.40164986,3.9867908e-05
Calm1,Atp6v0b,0.37278736,1.5105073e-06
Calm1,Atp6v1a,0.5151882,0.0041712183
Calm1,Atp6v1d,0.4338959,0.00027752967
Calm1,Atp6v1e1,0.420728,0.00014018845
Calm1,Atp6v1f,0.35854387,2.985156e-08
Calm1,Atp6v1g2,0.40443504,4.9188202e-05
Calm1,Atpif1,0.4830691,0.0017565299
Calm1,Atrx,0.3972536,2.7931006e-05
Calm1,Atxn7l3b,0.3975729,2.869363e-05
Calm1,Bend6,0.3834615,7.0231e-06
Calm1,Bex2,0.3977082,2.9021463e-05
Calm1,Bsg,0.36259472,1.4096197e-07
Calm1,Cacna2d2,0.3680883,5.997064e-07
Calm1,Cacnb4,0.41317254,8.921959e-05
Calm1,Cacybp,0.3891109,1.3108043e-05
Calm1,Calb1,0.49758917,0.0026580591
Calm2,0610007P14Rik,0.36881268,7.0169733e-07
Calm2,1700020I14Rik,0.490758,0.0021990698
Calm2,2010107E04Rik,0.3773109,3.1166724e-06
Calm2,2210016L21Rik,0.3717383,1.2509805e-06
Calm2,Abat,0.35307732,5.023911e-10
Calm2,Acsbg1,0.35709912,1.4228696e-08
Calm2,Actb,0.5585061,0.010588183
Calm2,Adcy1,0.37374747,1.7816253e-06
Calm2,Aff4,0.35609764,7.744529e-09
Calm2,Ahcyl1,0.38544562,8.842956e-06
Calm2,Akap9,0.35974208,5.046074e-08
Calm2,Aldoa,0.44796497,0.0005159766
Calm2,Aldoc,0.4849094,0.0018557328
Calm2,Ank2,0.50400406,0.0031511958
Calm2,Anks1b,0.40601525,5.5153352e-05
Calm2,Anp32a,0.43608603,0.00030766457
Calm2,Aplp2,0.365628,3.3416526e-07
Calm2,Apoe,0.38992625,1.4235778e-05
Calm2,App,0.42495188,0.00017679784
Calm2,Arf1,0.38352582,7.07725e-06
Calm2,Arhgap20,0.36448872,2.4686952e-07
Calm2,Arhgap26,0.38174063,5.68603e-06
Calm2,Arhgap5,0.5834537,0.016639868
Calm2,Arl3,0.38744667,1.101539e-05
Calm2,Arl6ip1,0.36523402,3.017207e-07
Calm2,Asph,0.44354752,0.0004290183
Calm2,Atp1a2,0.37202674,1.3187064e-06
Calm2,Atp1a3,0.37960988,4.3061955e-06
Calm2,Atp1b1,0.5708307,0.013322461
Calm2,Atp2a2,0.564408,0.01183888
Calm2,Atp2b1,0.39238936,1.8087323e-05
Calm2,Atp2b2,0.48078242,0.0016388686
Calm2,Atp5a1,0.42579213,0.00018486008
Calm2,Atp5b,0.5212964,0.004823246
Calm2,Atp5c1,0.4212844,0.00014465215
Calm2,Atp5d,0.3518674,6.8125325e-11
Calm2,Atp5f1,0.47391763,0.0013209282
Calm2,Atp5g3,0.5114448,0.0038057738
Calm2,Atp5h,0.3914829,1.6589102e-05
Calm2,Atp5j,0.45790404,0.0007594473
Calm2,Atp5j2,0.350317,5.6574892e-14
Calm2,Atp5k,0.36492243,2.7778322e-07
Calm2,Atp5o,0.38278863,6.475003e-06
Calm2,Atp6v0b,0.3845529,7.985181e-06
Calm2,Atp6v1a,0.48426247,0.0018203933
Calm2,Atp6v1d,0.36349836,1.8598224e-07
Calm2,Atp6v1g2,0.38681236,1.02877775e-05
Calm2,Atpif1,0.4312096,0.00024365542
Calm2,Atrx,0.4354172,0.00029821417
Calm2,Atxn7l3b,0.37625957,2.6637729e-06
Calm2,Auts2,0.37941542,4.1941826e-06
Calm2,B230219D22Rik,0.3605186,6.8577265e-08
Calm2,Bclaf1,0.35128692,1.5365906e-11
Calm2,Bend6,0.4018403,4.0459152e-05
Calm2,Cacna2d2,0.40452418,4.9511178e-05
Calm2,Cacnb4,0.5330881,0.006294874
Calm2,Cadm3,0.36752242,5.2810884e-07
Calm2,Calb1,0.56989074,0.013097079
Calm2,Calm1,0.657928,0.05036668
Calm3,Actb,0.3996361,3.4004555e-05
Calm3,Arhgap5,0.3507971,2.2614265e-12
Calm3,Atp1b1,0.3969977,2.7330838e-05
Calm3,Atp5b,0.36579087,3.4831476e-07
Calm3,Atp5g3,0.37220034,1.3607724e-06
Calm3,Atp6v1a,0.3839013,7.3996694e-06
Calm3,Cacnb4,0.36985815,8.7116797e-07
Calm3,Calm1,0.44333455,0.00042512483
Calm3,Calm2,0.4352838,0.00029635557
Calml4,1500015O10Rik,0.68851185,0.07356007
Calml4,Arl6ip1,0.38939807,1.34972925e-05
Calml4,Cab39l,0.5363619,0.006757327
Calml4,Cald1,0.35315236,5.5321714e-10
Caln1,Ank2,0.367782,5.601048e-07
Caln1,Calm1,0.35046598,2.6414943e-13
Caln1,Calm2,0.4183104,0.00012198157
Calr,Atp1b1,0.4210103,0.00014243994
Calr,Atp5g3,0.40469435,5.0132192e-05
Calr,Calm1,0.39727268,2.7976124e-05
Calr,Calm2,0.36535433,3.1136562e-07
Camk2b,1700020I14Rik,0.44642377,0.00048426513
Camk2b,Actb,0.35446462,2.225805e-09
Camk2b,Adcy1,0.35956436,4.687833e-08
Camk2b,Atrx,0.3531723,5.673462e-10
Camk2b,Cacnb4,0.43619293,0.00030919566
Camk2b,Calm1,0.36399803,2.1508717e-07
Camk2b,Calm2,0.4522902,0.0006133142
Camk2n1,Arl6ip1,0.35948914,4.542089e-08
Camk2n1,Atp1b1,0.4704573,0.0011794486
Camk2n1,Atp5b,0.36698046,4.6574195e-07
Camk2n1,Atp5g3,0.4244597,0.00017219948
Camk2n1,Calm1,0.46543276,0.0009946335
Camk4,1700020I14Rik,0.47379392,0.001315661
Camk4,Ablim1,0.37311792,1.6000826e-06
Camk4,Adcy1,0.50562763,0.0032861969
Camk4,Akap9,0.35995352,5.498635e-08
Camk4,Ank2,0.37954244,4.2670968e-06
Camk4,Ank3,0.46326372,0.00092195574
Camk4,Arhgap21,0.36475626,2.6561472e-07
Camk4,Arhgef7,0.3633911,1.8014103e-07
Camk4,Atp1a1,0.36335757,1.7834365e-07
Camk4,Atrx,0.43254414,0.00026007093
Camk4,B230219D22Rik,0.3540574,1.5182422e-09
Camk4,Baz2b,0.3995674,3.3816697e-05
Camk4,Bend6,0.3621678,1.2279948e-07
Camk4,Btbd3,0.4441232,0.00043967695
Camk4,Btg1,0.3767307,2.8601512e-06
Camk4,Cacna1a,0.39768475,2.8964436e-05
Camk4,Cacna1e,0.39620808,2.553986e-05
Camk4,Cacnb4,0.44865438,0.000530655
Camk4,Cadm3,0.42166343,0.00014775331
Camk4,Cadps2,0.42065287,0.00013959373
Camk4,Calb2,0.39751545,2.8555263e-05
Camk4,Calm2,0.37571207,2.448471e-06
Camk4,Camk2b,0.43350506,0.00027239422
Camk4,Camk2d,0.3901831,1.460563e-05
Camkk2,1700020I14Rik,0.35039183,1.3206443e-13
Camkk2,Adcy1,0.35157177,3.419066e-11
Camkk2,Camk4,0.37982953,4.4353965e-06
Camta1,1700020I14Rik,0.39293808,1.9042205e-05
Camta1,Actb,0.36159894,1.01395955e-07
Camta1,Atrx,0.36945277,8.021829e-07
Camta1,Bend6,0.4079766,6.3293286e-05
Camta1,Btbd3,0.35764146,1.9100865e-08
Camta1,Cacnb4,0.3952934,2.3576922e-05
Camta1,Calm1,0.3840317,7.51419e-06
Camta1,Calm2,0.41013566,7.326137e-05
Camta1,Camk4,0.37319574,1.6217344e-06
Canx,Atp1b1,0.4705041,0.0011812834
Canx,Atp5c1,0.36229333,1.279458e-07
