source,target,PCC,Rescaled_PCC
Mpp6,Hopx,0.3559301,6.927771e-09
Mpp6,Itpr1,0.35780624,2.0802455e-08
Mprip,Calb1,0.3899759,1.4306724e-05
Mprip,Car8,0.39252394,1.8318124e-05
Mras,Aldoc,0.36309883,1.6492159e-07
Msi2,Aldoc,0.35501105,3.5323378e-09
Msi2,Atp1b1,0.35215726,1.213292e-10
Msi2,Calm1,0.38168022,5.6428657e-06
Msi2,Calm2,0.37773648,3.315525e-06
Msi2,Ckb,0.38388658,7.3868237e-06
Mt1,Acsbg1,0.37320182,1.6234355e-06
Mt1,Actb,0.60656357,0.024273174
Mt1,Aldoa,0.3605653,6.980326e-08
Mt1,Aldoc,0.488905,0.0020855395
Mt1,Ank2,0.45753706,0.000749168
Mt1,Apoe,0.5565482,0.010196056
Mt1,Aqp4,0.45619598,0.00071249047
Mt1,Arhgap5,0.43266043,0.00026153956
Mt1,Atp1a2,0.4947783,0.0024612776
Mt1,Atp1b2,0.3544348,2.1669084e-09
Mt1,Atp5b,0.3827012,6.4062087e-06
Mt1,Atp5f1,0.35247532,2.1031633e-10
Mt1,Atp5g3,0.36309722,1.648405e-07
Mt1,Atp5j,0.3988099,3.179647e-05
Mt1,Calb1,0.39314517,1.9412242e-05
Mt1,Calm1,0.45707655,0.0007364177
Mt1,Calm2,0.4763158,0.0014261898
Mt1,Car8,0.37749884,3.2033493e-06
Mt1,Cd81,0.4419282,0.00040007543
Mt1,Chchd2,0.37097573,1.0844653e-06
Mt1,Ckb,0.5220932,0.004913618
Mt1,Cox4i1,0.36983365,8.6687714e-07
Mt1,Cox5a,0.40057263,3.6644506e-05
Mt1,Cox6a1,0.4189303,0.00012646992
Mt1,Cox6b1,0.3666717,4.327808e-07
Mt1,Cox7a2,0.3572174,1.5200975e-08
Mt1,Cox8a,0.4270768,0.00019771571
Mt1,Dbi,0.55412465,0.0097258715
Mt1,Fam21,0.35302177,4.6708526e-10
Mt1,Frrs1l,0.35062817,8.7229757e-13
Mt1,Glul,0.39146984,1.6568234e-05
Mt1,Gnao1,0.3651959,2.9871228e-07
Mt1,Gpm6a,0.37920195,4.073749e-06
Mt1,Gpr37l1,0.4127232,8.6708176e-05
Mt1,Hint1,0.37856865,3.7316925e-06
Mt1,Hnrnpa2b1,0.3672231,4.929399e-07
Mt1,Id2,0.41922626,0.00012865607
Mt1,Itm2b,0.49235192,0.0023003826
Mt1,Kif1b,0.3661602,3.8206363e-07
Mt1,Lars2,0.36594212,3.618526e-07
Mt1,Ldhb,0.383769,7.284841e-06
Mt1,Lxn,0.40297028,4.410381e-05
Mt1,Malat1,0.55279136,0.00947424
Mt1,Mdh1,0.38068384,4.9657606e-06
Mt1,Mir6236,0.45043677,0.0005700563
Mt2,Acsbg1,0.37733853,3.129302e-06
Mt2,Actb,0.5302618,0.005915095
Mt2,Aldoc,0.5308615,0.0059942002
Mt2,Ank2,0.4801837,0.001609063
Mt2,Apoe,0.48184243,0.0016926511
Mt2,Aqp4,0.41626853,0.00010803788
Mt2,Arhgap5,0.44806853,0.0005181618
Mt2,Atp1a2,0.4506396,0.0005746751
Mt2,Atp2a2,0.38186452,5.7753246e-06
Mt2,Atp5b,0.37072754,1.034042e-06
Mt2,Atp5g3,0.35978657,5.1388945e-08
Mt2,Atp5j,0.39012545,1.4522011e-05
Mt2,Calb1,0.46082383,0.0008450442
Mt2,Calm1,0.4846366,0.0018407688
Mt2,Calm2,0.5059314,0.0033119274
Mt2,Car8,0.4543602,0.00066448655
Mt2,Cd81,0.37465203,2.0689868e-06
Mt2,Chchd2,0.37067342,1.0232843e-06
Mt2,Ckb,0.527812,0.0056000385
Mt2,Cox5a,0.378409,3.648974e-06
Mt2,Cox6b1,0.37130436,1.1540412e-06
Mt2,Cox7a2,0.36239836,1.3237438e-07
Mt2,Cox8a,0.37759626,3.2489856e-06
Mt2,Cystm1,0.3639575,2.1260684e-07
Mt2,Dbi,0.5096732,0.0036414522
Mt2,Dner,0.35792482,2.2095577e-08
Mt2,Ednrb,0.35360733,9.486182e-10
Mt2,Fam21,0.37187305,1.2822848e-06
Mt2,Frrs1l,0.3770099,2.981528e-06
Mt2,Gnao1,0.4151244,0.000100767706
Mt2,Gpm6a,0.35436147,2.0271334e-09
Mt2,Gpr37l1,0.43011573,0.00023079052
Mt2,Grid2,0.3941827,2.1347956e-05
Mt2,Gstm1,0.3530504,4.850464e-10
Mt2,Hnrnpa2b1,0.3779218,3.4050224e-06
Mt2,Hopx,0.36690345,4.573504e-07
Mt2,Hpcal1,0.3933139,1.9717714e-05
Mt2,Id2,0.43932372,0.00035662687
Mt2,Itm2b,0.49915305,0.0027725236
Mt2,Kif1b,0.37585273,2.5024929e-06
Mt2,Lars2,0.35977778,5.1204537e-08
Mt2,Ldhb,0.3900824,1.4459767e-05
Mt2,Lxn,0.3915024,1.662035e-05
Mt2,Malat1,0.5086545,0.0035494084
Mt2,Mdh1,0.38065198,4.945169e-06
Mt2,Mir6236,0.4277267,0.00020446896
Mt2,Mt1,0.653757,0.047692675
Mt3,Actb,0.37339222,1.6773865e-06
Mt3,Aldoc,0.38601965,9.429848e-06
Mt3,Apoe,0.40880457,6.698708e-05
Mt3,Atp1b1,0.3888402,1.2748898e-05
Mt3,Atp5b,0.35375312,1.1115247e-09
Mt3,Atp5g3,0.36541802,3.1656384e-07
Mt3,Calm1,0.39176068,1.7037935e-05
Mt3,Calm2,0.3872277,1.07600035e-05
Mt3,Ckb,0.4032855,4.5163037e-05
Mt3,Cox4i1,0.3738233,1.8044869e-06
Mt3,Dbi,0.40437245,4.8962385e-05
Mt3,Fkbp3,0.35505942,3.6707086e-09
Mt3,Gnas,0.35844976,2.8557803e-08
Mt3,Hsp90ab1,0.38739872,1.0959073e-05
Mt3,Itm2b,0.35517538,4.018984e-09
Mt3,Ldhb,0.39260924,1.8465542e-05
Mt3,Mdh1,0.37088862,1.0665623e-06
Mt3,Mt1,0.37023702,9.3957976e-07
Mt3,Mt2,0.38506746,8.471579e-06
Mtch1,Cartpt,0.35720447,1.5092303e-08
Mtch1,Enpp2,0.38973725,1.3968125e-05
Mtch1,Gnas,0.35079145,2.1981796e-12
Mtch2,Chgb,0.35504127,3.6183199e-09
Mtch2,Malat1,0.446352,0.00048282513
Mtcl1,Chd7,0.36826676,6.237254e-07
Mtcl1,Chgb,0.35661376,1.0718665e-08
Mtcl1,Chn2,0.35480186,2.9784346e-09
Mtcl1,Malat1,0.4119043,8.226786e-05
Mtdh,Malat1,0.38745216,1.1021842e-05
Mtss1,Aldoc,0.41094106,7.7265744e-05
Mtss1,Arhgap5,0.35753047,1.8015129e-08
Mtss1,Atp1b1,0.3720593,1.3265171e-06
Mtss1,Atp2a2,0.42060694,0.00013923112
Mtss1,Calb1,0.53419083,0.006447906
Mtss1,Calm1,0.363737,1.9948644e-07
Mtss1,Calm2,0.3854532,8.850512e-06
Mtss1,Car8,0.5445022,0.008017608
Mtss1,Ckb,0.39235607,1.803057e-05
Mtss1,Dbi,0.36252254,1.3775822e-07
Mtss1,Dner,0.4385428,0.00034431822
Mtss1,Fam21,0.38790458,1.1564153e-05
Mtss1,Frrs1l,0.35157886,3.4812025e-11
Mtss1,Gng13,0.41268364,8.648952e-05
Mtss1,Grid2,0.37727934,3.1022905e-06
Mtss1,Homer3,0.37263685,1.4709956e-06
Mtss1,Hopx,0.38378024,7.294541e-06
Mtss1,Hpcal1,0.39881307,3.18047e-05
Mtss1,Id2,0.3964441,2.6065707e-05
Mtss1,Itm2b,0.40794826,6.316962e-05
Mtss1,Itpr1,0.41045713,7.484057e-05
Mtss1,Kitl,0.39165038,1.6858648e-05
Mxd4,Malat1,0.35518888,4.0610844e-09
Mybpc1,Aldoc,0.41494876,9.96851e-05
Mybpc1,Fam107a,0.38548267,8.879981e-06
Mybpc1,Gpr37l1,0.37360904,1.7404445e-06
Mycbp2,1700020I14Rik,0.35966533,4.888946e-08
Mycbp2,Actb,0.3542235,1.7825217e-09
Mycbp2,Atrx,0.3576397,1.9083288e-08
Mycbp2,Cacnb4,0.35944745,4.4627853e-08
Mycbp2,Calm2,0.3697638,8.5472857e-07
Mycbp2,Camk4,0.38540426,8.80175e-06
Mycbp2,Cbln3,0.3871609,1.0682962e-05
Mycbp2,Chd7,0.37634963,2.7005053e-06
Mycbp2,Chgb,0.4031454,4.4689932e-05
Mycbp2,Chn2,0.3667547,4.4146373e-07
Mycbp2,Cplx2,0.35436302,2.0300162e-09
Mycbp2,Ddx5,0.37488332,2.1477347e-06
Mycbp2,Gap43,0.37137252,1.1688807e-06
Mycbp2,H3f3b,0.3614917,9.769809e-08
Mycbp2,Hnrnpa2b1,0.3814986,5.5145774e-06
Mycbp2,Kcnc1,0.3727275,1.4947024e-06
Mycbp2,Luc7l2,0.35126108,1.41685205e-11
Mycbp2,Malat1,0.5026884,0.0030448854
Mycbp2,Map1b,0.3600577,5.7325042e-08
Mycbp2,Meg3,0.42562026,0.000183189
Myh10,Calm2,0.37562978,2.4172791e-06
Myh10,Malat1,0.35282066,3.546142e-10
Myo5a,Atp1b1,0.39776722,2.9165305e-05
Myo5a,Atp6v1a,0.35603318,7.4221944e-09
Myo5a,Calm1,0.41995358,0.00013414875
Myo5a,Calm2,0.41646865,0.00010934884
Myo5a,Ckb,0.38267308,6.3842153e-06
Myo5a,Hsp90ab1,0.3708288,1.0543984e-06
Myo5a,Itm2b,0.36202887,1.1728605e-07
Myo5a,Malat1,0.3693192,7.8037584e-07
Myo5a,Mdh1,0.36150357,9.8102085e-08
Myo5a,Meg3,0.39376348,2.0549172e-05
N4bp2l2,Malat1,0.37376067,1.7855904e-06
Nap1l5,2210016L21Rik,0.48456106,0.0018366408
Nap1l5,2900011O08Rik,0.3919409,1.7333945e-05
Nap1l5,6330403K07Rik,0.5284083,0.005675536
Nap1l5,A730017C20Rik,0.3529575,4.2858955e-10
Nap1l5,Abat,0.3504034,1.4835712e-13
Nap1l5,Aco2,0.3616871,1.0451381e-07
Nap1l5,Acot7,0.37098563,1.086513e-06
Nap1l5,Actb,0.43318856,0.0002682879
Nap1l5,Ahi1,0.57253593,0.013738752
Nap1l5,Aldoa,0.45234403,0.0006146061
Nap1l5,Ankrd12,0.37457812,2.0442858e-06
Nap1l5,Anp32a,0.37118754,1.1289355e-06
Nap1l5,Aplp2,0.3889235,1.2858617e-05
Nap1l5,Apoe,0.412667,8.639777e-05
Nap1l5,App,0.50878066,0.003560714
Nap1l5,Arhgef9,0.42108116,0.00014300943
Nap1l5,Arl6ip1,0.4639341,0.0009439773
Nap1l5,Atp1b1,0.6240356,0.031591818
Nap1l5,Atp5a1,0.45348495,0.00064247387
Nap1l5,Atp5b,0.4921168,0.0022852228
Nap1l5,Atp5c1,0.453521,0.0006433701
Nap1l5,Atp5f1,0.440167,0.00037028606
Nap1l5,Atp5g3,0.54918194,0.008817521
Nap1l5,Atp5j,0.3975241,2.8576038e-05
Nap1l5,Atp5j2,0.41051158,7.511055e-05
Nap1l5,Atp5o,0.37546638,2.3562195e-06
Nap1l5,Atp6v0b,0.38833234,1.20950635e-05
Nap1l5,Atp6v1a,0.54999197,0.008961835
Nap1l5,Atp6v1b2,0.35798874,2.281719e-08
Nap1l5,Atp6v1d,0.4210101,0.0001424385
Nap1l5,Atp6v1e1,0.39056817,1.5173592e-05
Nap1l5,Atp6v1f,0.35257772,2.4733812e-10
Nap1l5,Atp6v1g2,0.3893483,1.3429219e-05
Nap1l5,Atpif1,0.48330516,0.0017690273
Nap1l5,Atrx,0.36132118,9.202683e-08
Nap1l5,Atxn10,0.39445448,2.1878066e-05
Nap1l5,Atxn7l3b,0.39563847,2.4303621e-05
Nap1l5,Basp1,0.5093859,0.0036153146
Nap1l5,Bend6,0.4351007,0.0002938187
Nap1l5,Bex1,0.36419135,2.2721792e-07
Nap1l5,Bex2,0.43080795,0.00023887081
Nap1l5,Bsg,0.36638153,4.0342678e-07
Nap1l5,Cacnb4,0.35876936,3.312981e-08
Nap1l5,Calm1,0.573588,0.014000412
Nap1l5,Calm2,0.4906567,0.0021927466
Nap1l5,Calm3,0.36769322,5.490025e-07
Nap1l5,Camk2n1,0.3877506,1.1377376e-05
Nap1l5,Camta1,0.3942661,2.1509579e-05
Nap1l5,Canx,0.37710828,3.0252033e-06
Nap1l5,Cartpt,0.6190491,0.029354367
Nap1l5,Cbx5,0.47287065,0.0012768483
Nap1l5,Cct6a,0.35297194,4.3702975e-10
Nap1l5,Cd47,0.35353848,8.7825014e-10
Nap1l5,Cdc42,0.40357798,4.616282e-05
Nap1l5,Celf4,0.5367775,0.006817811
Nap1l5,Cfap36,0.41705805,0.00011327928
Nap1l5,Chchd10,0.38610622,9.520837e-06
Nap1l5,Chchd2,0.39925197,3.2964097e-05
Nap1l5,Chd3os,0.49640957,0.0025740948
Nap1l5,Chga,0.39740828,2.8298504e-05
Nap1l5,Chgb,0.3956167,2.4257315e-05
Nap1l5,Ckb,0.49385467,0.0023990679
Nap1l5,Cnbp,0.38718143,1.07065935e-05
Nap1l5,Cox4i1,0.53513044,0.0065804874
Nap1l5,Cox5a,0.3855234,8.920834e-06
Nap1l5,Cox5b,0.35063493,9.104861e-13
Nap1l5,Cox6b1,0.38608676,9.500327e-06
Nap1l5,Cox6c,0.45160207,0.00059697626
Nap1l5,Cox7a2,0.4227394,0.00015682861
Nap1l5,Cox7a2l,0.38143757,5.4719594e-06
Nap1l5,Cox7b,0.4909403,0.0022104846
Nap1l5,Cox8a,0.4101538,7.334986e-05
Nap1l5,Cpe,0.495282,0.0024957084
Nap1l5,Csnk1a1,0.40751094,6.128421e-05
Nap1l5,Cst3,0.46549213,0.0009966812
Nap1l5,Ctsb,0.35678557,1.18766055e-08
Nap1l5,Ddc,0.36496785,2.811806e-07
Nap1l5,Ddx24,0.40367636,4.6502802e-05
Nap1l5,Ddx3x,0.4067971,5.829776e-05
Nap1l5,Ddx5,0.38931328,1.3381476e-05
Nap1l5,Dnaja1,0.397649,2.8877637e-05
Nap1l5,Dnajc8,0.38047814,4.833937e-06
Nap1l5,Dnm1,0.36304125,1.6204088e-07
Nap1l5,Dnm1l,0.4026759,4.3131502e-05
Nap1l5,Dync1i2,0.37573817,2.4584308e-06
Nap1l5,Dynll2,0.5251255,0.0052691954
Nap1l5,Eef1a1,0.36210757,1.2038603e-07
Nap1l5,Eid1,0.35002053,9.959187e-19
Nap1l5,Eif4a2,0.35551837,5.1950777e-09
Nap1l5,Emc7,0.353611,9.5248e-10
Nap1l5,Eml2,0.35494623,3.3530845e-09
Nap1l5,Eno2,0.35926697,4.1314088e-08
Nap1l5,Epha5,0.37139794,1.1744517e-06
Nap1l5,Fam168a,0.35561734,5.5779243e-09
Nap1l5,Fbxo9,0.44612116,0.0004782145
Nap1l5,Fkbp3,0.5699678,0.013115447
Nap1l5,Flywch1,0.40402213,4.771266e-05
Nap1l5,G3bp2,0.47120848,0.0012091461
Nap1l5,Gabarapl1,0.45652783,0.0007214379
Nap1l5,Gad2,0.54670155,0.008386443
Nap1l5,Gap43,0.60077214,0.022154594
Nap1l5,Gas5,0.37346283,1.697729e-06
Nap1l5,Gdap1,0.35949472,4.552769e-08
Nap1l5,Ghitm,0.38132966,5.397212e-06
Nap1l5,Glul,0.4044818,4.9357426e-05
Nap1l5,Gnao1,0.36946175,8.0366357e-07
Nap1l5,Gnas,0.6338585,0.036370922
Nap1l5,Gnb1,0.37976095,4.3947507e-06
Nap1l5,Gng2,0.37171966,1.2466919e-06
Nap1l5,Gnl3l,0.3725689,1.4534133e-06
Nap1l5,Golga4,0.3516511,4.163407e-11
Nap1l5,Got1,0.37093562,1.0761935e-06
Nap1l5,Gpi1,0.38009703,4.5966526e-06
Nap1l5,Gpm6a,0.3524628,2.0609445e-10
Nap1l5,Gprasp1,0.39801747,2.978131e-05
Nap1l5,Gprasp2,0.4150227,0.00010013982
Nap1l5,Gria2,0.36457378,2.527178e-07
Nap1l5,Gsk3b,0.44985834,0.00055703707
Nap1l5,H3f3b,0.3574154,1.6939016e-08
Nap1l5,Hnrnpa2b1,0.45203158,0.0006071349
Nap1l5,Hnrnpc,0.43672624,0.00031691938
Nap1l5,Hnrnpdl,0.38528168,8.680486e-06
Nap1l5,Hnrnph1,0.36427417,2.325687e-07
Nap1l5,Hsp90aa1,0.42262807,0.00015587086
Nap1l5,Hsp90ab1,0.59043205,0.018720444
Nap1l5,Hsp90b1,0.51901543,0.0045714313
Nap1l5,Hspa8,0.41558093,0.00010362321
Nap1l5,Hspa9,0.36777472,5.5918923e-07
Nap1l5,Idh3b,0.3545961,2.4998266e-09
Nap1l5,Impact,0.5438653,0.007913111
Nap1l5,Ina,0.41612136,0.0001070814
Nap1l5,Itm2b,0.38461602,8.043691e-06
Nap1l5,Kcnc1,0.3974956,2.8507573e-05
Nap1l5,Kif1a,0.39829394,3.0473155e-05
Nap1l5,Kif1b,0.45582643,0.00070262456
Nap1l5,Kif21a,0.36040187,6.5583265e-08
Nap1l5,Kifap3,0.35351157,8.518357e-10
Nap1l5,Klc1,0.40661678,5.7560883e-05
Nap1l5,Ldhb,0.43684176,0.00031861122
Nap1l5,Lsamp,0.3854149,8.812334e-06
Nap1l5,Luc7l3,0.4319514,0.00025268088
Nap1l5,Maged1,0.36807793,5.9833224e-07
Nap1l5,Malat1,0.5111334,0.0037764935
Nap1l5,Map1b,0.4927513,0.0023263067
Nap1l5,Map2,0.41615796,0.00010731867
Nap1l5,Map7d2,0.5247389,0.005222821
Nap1l5,Mapt,0.36182258,1.0944497e-07
Nap1l5,Mat2a,0.35152006,2.990874e-11
Nap1l5,Matr3,0.4826403,0.0017339983
Nap1l5,Mdh1,0.46735978,0.0010627323
Nap1l5,Mdh2,0.40259123,4.2854863e-05
Nap1l5,Meg3,0.664838,0.055042144
Nap1l5,Morf4l1,0.36309502,1.6472954e-07
Nap1l5,Mycbp2,0.35916585,3.9540147e-08
Nap1l5,Myo5a,0.37356335,1.7270113e-06
Nap1l5,Nap1l2,0.35503718,3.6066123e-09
Napb,Ahi1,0.3800164,4.547583e-06
Napb,Ankrd12,0.38070586,4.9800324e-06
Napb,App,0.3698884,8.764883e-07
Napb,Atp1b1,0.3927871,1.8775792e-05
Napb,Atp5g3,0.37481537,2.124371e-06
Napb,Atp6v1a,0.369935,8.8473377e-07
Napb,Atrx,0.37709165,3.0177875e-06
Napb,Bend6,0.37099773,1.0890209e-06
Napb,Cacnb4,0.36168227,1.04341204e-07
Napb,Calm1,0.3788728,3.8931694e-06
Napb,Calm2,0.3779027,3.3957137e-06
Napb,Celf4,0.40089276,3.758123e-05
Napb,Chgb,0.3543847,2.070641e-09
Napb,Cox4i1,0.3599951,5.59108e-08
Napb,Fkbp3,0.37066755,1.0221222e-06
Napb,Gap43,0.43368682,0.00027477363
Napb,Gnas,0.38821158,1.1943368e-05
Napb,Gsk3b,0.39105454,1.5914453e-05
Napb,Hnrnpa2b1,0.38601774,9.427853e-06
Napb,Hsp90ab1,0.39719447,2.7791471e-05
Napb,Hsp90b1,0.35213313,1.15989e-10
Napb,Kcnc1,0.3576455,1.9141421e-08
Napb,Kif1b,0.3544465,2.1898903e-09
Napb,Malat1,0.4268173,0.00019506656
Napb,Map1b,0.35257104,2.447858e-10
Napb,Matr3,0.3520066,9.0825396e-11
Napb,Meg3,0.47721988,0.0014674612
Napb,Nap1l5,0.42624262,0.00018929451
Napg,Atp1b1,0.35945246,4.4722537e-08
Napg,Fkbp3,0.35684308,1.228445e-08
Napg,Gnas,0.35084155,2.8098478e-12
Napg,Meg3,0.38667902,1.01395335e-05
Napg,Nap1l5,0.38516,8.561352e-06
Nars,Atp1b1,0.41752127,0.00011644186
Nars,Atp6v1a,0.37706366,3.005338e-06
Nars,Calm1,0.40376082,4.6796184e-05
Nars,Ckb,0.37588698,2.5157783e-06
Nars,Fkbp3,0.3714686,1.1900422e-06
Nars,Gnas,0.4050459,5.1433555e-05
Nars,Hsp90ab1,0.39563656,2.4299556e-05
Nars,Meg3,0.4116003,8.066366e-05
Nars,Nap1l5,0.38035426,4.7558187e-06
Nbea,Cacnb4,0.3567532,1.1651632e-08
Nbea,Chn2,0.36957428,8.2241354e-07
Nbea,Malat1,0.43891084,0.00035007866
Ncald,Celf4,0.35501266,3.5368777e-09
Ncald,Cplx2,0.40718806,5.991951e-05
Ncald,Gap43,0.3807706,5.0221597e-06
Ncald,Malat1,0.41303915,8.846838e-05
Ncald,Meg3,0.38350475,7.059474e-06
Ncam1,Atp6v1a,0.3562952,8.798039e-09
Ncam1,Cacnb4,0.3558722,6.661252e-09
Ncam1,Calm2,0.37002972,9.016676e-07
Ncam1,Chgb,0.37879795,3.8529483e-06
Ncam1,Chn2,0.3629217,1.5618092e-07
Ncam1,H3f3b,0.39081845,1.5551517e-05
Ncam1,Kcnc1,0.35166574,4.3129732e-11
Ncam1,Malat1,0.44610786,0.0004779499
Ncam1,Meg3,0.37114283,1.1194376e-06
Nceh1,Atp1b1,0.36824667,6.209864e-07
Ncl,Actb,0.35935113,4.283549e-08
Ncl,Aldoa,0.35279492,3.4184164e-10
Ncl,Atp1b1,0.37277958,1.5084462e-06
Ncl,Atp5f1,0.3545011,2.2994449e-09
Ncl,Atp6v1a,0.3861866,9.605899e-06
Ncl,Atrx,0.35212335,1.1387746e-10
Ncl,Calm1,0.39866483,3.1420113e-05
Ncl,Calm2,0.40066049,3.689982e-05
Ncl,Chgb,0.39572605,2.449073e-05
Ncl,Ckb,0.35530645,4.4418487e-09
Ncl,Cox4i1,0.35968736,4.9336588e-08
Ncl,Cox7a2,0.3678797,5.725152e-07
Ncl,Cox7b,0.37323046,1.6314664e-06
Ncl,Cox8a,0.39569354,2.4421144e-05
Ncl,Ddx5,0.37694293,2.9520686e-06
Ncl,Fkbp3,0.350272,3.0666154e-14
Ncl,Gap43,0.350367,1.0164469e-13
Ncl,Gnas,0.37635928,2.7044653e-06
Ncl,Hsp90ab1,0.3759947,2.5579204e-06
Ncl,Kcnc1,0.36799547,5.874894e-07
Ncl,Malat1,0.45013195,0.0005631674
Ncl,Mdh1,0.3508789,3.3427586e-12
Ncl,Meg3,0.44331893,0.00042484043
Ncl,Nap1l5,0.3904485,1.4995365e-05
Ncoa7,Atp1b1,0.35962656,4.8109676e-08
Ncoa7,Atp6v1a,0.38598582,9.394477e-06
Ncoa7,Calm1,0.36860043,6.705621e-07
Ncoa7,Calm2,0.35908002,3.8079772e-08
Ncoa7,Celf4,0.35121176,1.20785985e-11
Ncoa7,Cox4i1,0.37047556,9.846691e-07
Ncoa7,Gap43,0.37984014,4.4417093e-06
Ncoa7,Kcnc1,0.365918,3.5966855e-07
Ncoa7,Malat1,0.39809614,2.9976978e-05
Ncoa7,Map1b,0.35072747,1.5689828e-12
Ncoa7,Meg3,0.40289447,4.3851833e-05
Ncor1,Cacnb4,0.36645827,4.1103957e-07
Ncor1,Calm2,0.3618148,1.0915725e-07
Ncor1,Malat1,0.4274829,0.00020191578
Ndn,6330403K07Rik,0.36429235,2.337558e-07
Ndn,Atp1b1,0.41421703,9.526811e-05
Ndn,Cartpt,0.41875264,0.00012517118
Ndn,Cox4i1,0.35097975,5.1619065e-12
Ndn,Fkbp3,0.36022258,6.117716e-08
Ndn,Gad2,0.37752107,3.2137207e-06
Ndn,Gnas,0.4135231,9.121658e-05
Ndn,Hsp90ab1,0.38849136,1.2297023e-05
Ndn,Impact,0.3710072,1.0909885e-06
Ndn,Nap1l5,0.36031067,6.3313415e-08
Ndrg1,Apod,0.4869878,0.00197276
Ndrg1,Car2,0.44643772,0.0004845454
Ndrg1,Cryab,0.38829598,1.2049238e-05
Ndrg1,Ermn,0.4396283,0.00036151597
Ndrg1,Fth1,0.534186,0.0064472305
Ndrg1,Gatm,0.38665822,1.0116551e-05
Ndrg1,Mag,0.43273556,0.00026249175
Ndrg1,Mal,0.42408717,0.00016877912
Ndrg1,Mbp,0.49216238,0.0022881546
Ndrg1,Mobp,0.46717194,0.0010559446
Ndrg2,Ahcyl1,0.35663694,1.0869763e-08
Ndrg2,Aldoc,0.44035405,0.0003733681
Ndrg2,Apoe,0.393346,1.9776227e-05
Ndrg2,Atp1a2,0.35246506,2.0685365e-10
Ndrg2,Atp1b1,0.45698586,0.0007339261
Ndrg2,Atp5b,0.3925344,1.8336155e-05
Ndrg2,Atp5g3,0.39960608,3.392239e-05
Ndrg2,Calm1,0.46841705,0.0011015486
Ndrg2,Camk2n1,0.46788633,0.0010819333
Ndrg2,Car8,0.39390954,2.0824882e-05
Ndrg2,Ckb,0.4105512,7.5307384e-05
Ndrg2,Cox6b1,0.37496436,2.1758476e-06
Ndrg2,Cox6c,0.3545551,2.4117965e-09
Ndrg2,Cox7b,0.35305175,4.8590004e-10
Ndrg2,Cst3,0.3534165,7.6326734e-10
Ndrg2,Dbi,0.52001417,0.004680444
Ndrg2,Fam107a,0.49183726,0.0022672953
Ndrg2,Fam213a,0.4044546,4.9258906e-05
Ndrg2,Fkbp3,0.36533308,3.0964569e-07
Ndrg2,Fxyd1,0.35900554,3.6845705e-08
Ndrg2,Gad1,0.3658759,3.558776e-07
Ndrg2,Gad2,0.36295635,1.5786198e-07
Ndrg2,Gnas,0.40437508,4.897184e-05
Ndrg2,Gng13,0.42148623,0.0001462973
Ndrg2,Gpm6b,0.48975933,0.002137322
Ndrg2,Gpr37l1,0.37800735,3.4469522e-06
Ndrg2,Gria1,0.4907975,0.0022015388
Ndrg2,Gstm1,0.36053824,6.909086e-08
Ndrg2,Hopx,0.35920322,4.018897e-08
Ndrg2,Hsp90ab1,0.4053935,5.2745134e-05
Ndrg2,Itm2b,0.37001157,8.9840387e-07
Ndrg2,Itpr1,0.44681,0.00049207103
Ndrg2,Ldhb,0.37422353,1.9288427e-06
Ndrg2,Mdh1,0.36639798,4.0504966e-07
Ndrg3,Actb,0.40185142,4.0493873e-05
Ndrg3,Cacnb4,0.35017654,5.442611e-15
Ndrg3,Calm2,0.37115556,1.1221355e-06
Ndrg3,Camk4,0.38012528,4.6139357e-06
Ndrg3,Camta1,0.35453138,2.361946e-09
Ndrg3,Celf4,0.38257715,6.3095636e-06
Ndrg3,Chd7,0.3699904,8.946101e-07
Ndrg3,Chgb,0.3922608,1.786888e-05
Ndrg3,Chn2,0.39706957,2.7498432e-05
Ndrg3,Cplx2,0.39957434,3.3835655e-05
Ndrg3,Ddx5,0.3862532,9.676822e-06
Ndrg3,Dst,0.35237333,1.7773986e-10
Ndrg3,Gabra6,0.36209682,1.1995871e-07
Ndrg3,Gap43,0.36717892,4.8789946e-07
Ndrg3,H3f3b,0.35268655,2.9183198e-10
Ndrg3,Hnrnpa2b1,0.3532023,5.8912186e-10
Ndrg3,Kcnc1,0.38057336,4.8946285e-06
Ndrg3,Kif1b,0.41716334,0.00011399244
Ndrg3,Lin7a,0.35140577,2.187815e-11
Ndrg3,Luc7l3,0.37185907,1.2790105e-06
Ndrg3,Macf1,0.35698006,1.32979165e-08
Ndrg3,Malat1,0.5119206,0.0038508337
Ndrg3,Meg3,0.48406732,0.0018098328
Ndrg3,Nap1l5,0.39511237,2.3202201e-05
Ndrg4,Aldoc,0.4386858,0.0003465478
Ndrg4,Arl6ip1,0.36104295,8.3308144e-08
Ndrg4,Atp1b1,0.5436413,0.007876603
Ndrg4,Atp2a2,0.39644453,2.6066642e-05
Ndrg4,Atp5a1,0.37296173,1.5572754e-06
Ndrg4,Atp5b,0.4090129,6.794148e-05
Ndrg4,Atp5c1,0.35449567,2.2883813e-09
Ndrg4,Atp5g3,0.42654225,0.00019228781
Ndrg4,Atp5j,0.3562417,8.502775e-09
Ndrg4,Calb1,0.40781245,6.2579515e-05
Ndrg4,Calm1,0.47750098,0.001480474
Ndrg4,Calm2,0.3994441,3.34815e-05
